Data;?tem;Respons?vel;Curso;Valor
01/12/2020;MOTOR TRIFASICO DE INDUÇÃO KCEL ME1977;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 217,59 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Reenye;T?cnico em Eletr?nica;R$ 17,90 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Reenye;T?cnico em Mecatr?nica;R$ 17,90 
27/11/2020;ALICATE UNIVERSAL 8P VONDER;Reenye;T?cnico em Mecatr?nica;R$ 17,90 
27/11/2020;JOGO CHAVE FIXA 12 PEÇAS 6 A 32MM - VONDER;Reenye;T?cnico em Eletr?nica;R$ 92,00 
27/11/2020;JOGO CHAVE FIXA 12 PEÇAS 6 A 32MM - VONDER;Reenye;T?cnico em Eletr?nica;R$ 92,00 
26/11/2020;ARMÁRIO MÉDIO 800X1000X500MM-L-022-SCARPARO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 387,00 
26/11/2020;ARMÁRIO MÉDIO 800X1000X500MM-L-022-SCARPARO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 387,00 
26/11/2020;ARMÁRIO MÉDIO 800X1000X500MM-L-022-SCARPARO;Reenye;T?cnico em Eletr?nica;R$ 387,00 
26/11/2020;ARMÁRIO MÉDIO 800X1000X500MM-L-022-SCARPARO;Reenye;T?cnico em Eletr?nica;R$ 387,00 
24/11/2020;ALICATE CRIMPADOR 2 EM 1 7.1/2P/ RJ45 -VONDER;Reenye;T?cnico em Eletr?nica;R$ 30,35 
24/11/2020;MARRETA 1KG-CABO DE FIBRA DE VIDRO-GEDORE;Reenye;T?cnico em Mecatr?nica;R$ 131,00 
11/11/2020;QUADRO BRANCO MAGNÉTICO - CORTIARTE;Reenye;T?cnico em Eletr?nica;R$ 234,30 
10/11/2020;SERRA TICOTICO - MANUAL 110V 400W-MAKITA;Reenye;T?cnico em Eletr?nica;R$ 249,00 
06/11/2020;ESTAÇÃO ANAL. RETRABALHO SMD 110V-TOYO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 630,00 
06/11/2020;ESTAÇÃO DE DESSOLDAGEM TS-700 110V- TOYO;Reenye;T?cnico em Eletr?nica;R$ 806,00 
06/11/2020;ESTAÇÃO DE DESSOLDAGEM TS-700 110V- TOYO;Reenye;T?cnico em Mecatr?nica;R$ 806,00 
06/11/2020;ESTAÇÃO SOLDAGEM DIG.200A450GRAUS C-TOYO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 145,00 
04/11/2020;CADEIRA C/PÉS TRAPEZOIDAIS PRETA-STILOFLEX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 97,80 
04/11/2020;CADEIRA C/PÉS TRAPEZOIDAIS PRETA-STILOFLEX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 97,80 
04/11/2020;CADEIRA C/PÉS TRAPEZOIDAIS PRETA-STILOFLEX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 97,80 
04/11/2020;CADEIRA FIXA POLIPROPILENO AZUL - STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 57,00 
04/11/2020;CADEIRA GIRAT.C/BRAÇOS REG.PRETA-STILOFLEX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 230,00 
04/11/2020;CADEIRA GIRAT.S/BRAÇOS REG.PRETA-STILOFLEX;Reenye;T?cnico em Mecatr?nica;R$ 191,00 
04/11/2020;CADEIRA GIRAT.S/BRAÇOS REG.PRETA-STILOFLEX;Reenye;T?cnico em Mecatr?nica;R$ 191,00 
04/11/2020;CADEIRA GIRAT.S/BRAÇOS REG.PRETA-STILOFLEX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 191,00 
04/11/2020;CADEIRA GIRAT.S/BRAÇOS REG.PRETA-STILOFLEX;Reenye;T?cnico em Mecatr?nica;R$ 191,00 
04/11/2020;CADEIRA GIRAT.S/BRAÇOS REG.PRETA-STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 191,00 
04/11/2020;SOFÁ DE 2 LUGARES P/ RECEP. PRETO -STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 460,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Reenye;T?cnico em Mecatr?nica;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Reenye;T?cnico em Mecatr?nica;R$ 188,00 
04/11/2020;CADEIRA GIRAT. S/ BRAÇOS ROYAL -STILOFLEX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 188,00 
04/11/2020;CADEIRA GIRATÓRIA C/BRAÇO -ROYAL -STILOFLEX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 215,00 
04/11/2020;CADEIRA GIRATÓRIA C/BRAÇO -ROYAL -STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 215,00 
04/11/2020;CADEIRA GIRATÓRIA C/BRAÇO -ROYAL -STILOFLEX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 215,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Mecatr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Mecatr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Mecatr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Mecatr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Eletr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Mecatr?nica;R$ 113,00 
04/11/2020;CADEIRA PROFIS.GIRAT.EM POLIPROP.STILOFLEX;Reenye;T?cnico em Mecatr?nica;R$ 113,00 
03/11/2020;CADEIRA GIRAT.C/ BRAÇO TEC.AZ.ROYAL-STILOFLEX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 215,00 
31/10/2020;MICRO RETIFICA 120V 013 030 C/10PC 0AT - SKIL;Reenye;T?cnico em Mecatr?nica;R$ 165,90 
27/10/2020;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 180,00 
27/10/2020;ESTANTE-06PRATELEIRA DE AÇO  -SCHEFFER;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 180,00 
24/10/2020;FURADEIRA IMPACTO 13MM -1/2 -560W. - METABO;Reenye;T?cnico em Eletr?nica;R$ 160,00 
24/10/2020;SOPRADOR TÉRMICO 1500W HE2000 110V-MAKITA;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 197,00 
24/10/2020;SOPRADOR TÉRMICO 1500W HE2000 110V-METABO;Reenye;T?cnico em Eletr?nica;R$ 197,00 
17/10/2020;ESCADA DUPLA 06DEGR.C/PLATAF.-2,00M-SINTESE;Reenye;T?cnico em Mecatr?nica;R$ 330,90 
09/10/2020;MICROCOMPUTADOR HD 160GB FDD 3,5POSITIVO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 866,80 
09/10/2020;MONITOR DE VIDEO COLOR LCD POSITIVO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 481,75 
30/09/2020;MICROCOMPUTADOR HD 160GB FD 3,5-POSITIVO;Reenye;T?cnico em Eletr?nica;R$ 998,59 
30/09/2020;MICROCOMPUTADOR HD 160GB FD 3,5-POSITIVO;Reenye;T?cnico em Mecatr?nica;R$ 998,59 
30/09/2020;MONITOR DE VIDEO COLOR LCD 17- POSITIVO;Reenye;T?cnico em Mecatr?nica;R$ 481,75 
16/07/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 69,79 
11/07/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 69,79 
01/07/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Mecatr?nica;R$ 69,79 
26/06/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 69,79 
12/05/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Mecatr?nica;R$ 69,79 
22/04/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Mecatr?nica;R$ 69,79 
17/04/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 69,79 
12/04/2020;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 69,79 
14/02/2020;PORTA PINÇA ISO 40 ER 40 - 04 A 26MM - VERTEX;Reenye;T?cnico em Eletr?nica;R$ 1.427,00 
17/01/2020;PAQUÍMETRO QUADRID.UNIV. 150MM-0,05MM;Reenye;T?cnico em Eletr?nica;R$ 43,00 
24/12/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Mecatr?nica;R$ 14,26 
19/12/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 14,26 
19/12/2019;MICROMETRO M.EXT.-0A25MM--PANTEC-13200-25;Reenye;T?cnico em Eletr?nica;R$ 49,00 
17/12/2019;MORSA DE BANCADA Nº 5 -BRASFIXO  MOD:MBN5;Reenye;T?cnico em Eletr?nica;R$ 975,00 
11/12/2019;MORSA FIXA 160MM P/MÁQ. ALBAFER -MOD: 0993;Reenye;T?cnico em Mecatr?nica;R$ 993,60 
09/12/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Mecatr?nica;R$ 14,26 
04/12/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Mecatr?nica;R$ 14,26 
09/11/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 14,26 
09/11/2019;ALICATE PRENSA TERMINAIS;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 49,90 
01/11/2019;TARRAXA M.P/ TB. 1/2 A 2 POL CARACOL T3C NPT;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 1.064,00 
05/10/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 14,26 
28/09/2019;TRANSPALETE HIDRÁULICO MANUAL LARGO -NT;Reenye;T?cnico em Mecatr?nica;R$ 689,00 
25/09/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Mecatr?nica;R$ 14,26 
20/09/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 14,26 
11/08/2019;CADEIRA P/ SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 14,26 
13/07/2019;MÓDULO PADRÃO RACK 19P -44 U CEMAR-440X770;Reenye;T?cnico em Eletr?nica;R$ 2.671,00 
08/05/2019;VENTILADOR DE COLUNA VENTISILVA;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 331,17 
23/04/2019;TRANSFERIDOR ANGULOS C/REGUA STARRETT;Reenye;T?cnico em Eletr?nica;R$ 105,71 
13/04/2019;BLOCOS PADRAO 56 PECAS TESA RSD-M-46;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 1.526,67 
03/04/2019;MICROMETRO INT. 3 CONT. 14 A 17MM TESA;Reenye;T?cnico em Eletr?nica;R$ 381,74 
07/03/2019;ARMARIO BALCÃO POST FORM -1160X900X600MM;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 750,00 
12/02/2019;EXTRATOR DE PARAFUSO C/5 PECAS COCACO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 22,30 
24/11/2018;MICROMETRO INTERNO 30 A 35MM MITUTOYO;Reenye;T?cnico em Eletr?nica;R$ 270,86 
30/09/2018;MICROMETRO INTERNO 05 A 25 MM MITUTOYO;Reenye;T?cnico em Eletr?nica;R$ 182,18 
05/09/2018;MICROMETRO INT 16 A 20MM MITUTOYO C/ANE;Reenye;T?cnico em Mecatr?nica;R$ 182,18 
06/08/2018;CEPO PARA BANCADA DF 266;Reenye;T?cnico em Mecatr?nica;R$ 182,18 
22/07/2018;ESQUADRO DE ENCOSTO 70X100MM B.R.C.;Reenye;T?cnico em Mecatr?nica;R$ 182,18 
17/06/2018;ESQUADRO DE ENCOSTO 70X100MM B.R.C.;Reenye;T?cnico em Mecatr?nica;R$ 182,18 
23/05/2018;MICROMETRO INT.5-30MM 145-185 MITUTOYO;Reenye;T?cnico em Eletr?nica;R$ 182,18 
13/04/2018;MICROMETRO EXT.0 A 25MM MMZB FWP IT-82;Reenye;T?cnico em Mecatr?nica;R$ 182,18 
29/03/2018;MICROMETRO EXT.0 A 25MM MMZB FWP IT-82;Reenye;T?cnico em Eletr?nica;R$ 182,18 
24/03/2018;MICROMETRO EXT.0 A 25MM MMZB FWP IT-82;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 182,18 
17/02/2018;PAQUIMETRO 0,02 TESA SUICA IT-70;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 182,18 
12/02/2018;PAQUIMETRO 0,02 TESA SUICA IT-70;Reenye;T?cnico em Mecatr?nica;R$ 182,18 
07/02/2018;PAQUIMETRO 0,02 TESA SUICA IT-70;Reenye;T?cnico em Eletr?nica;R$ 182,18 
31/01/2018;PAQUIMETRO QUADRIMENSIONAL 152MM;Reenye;T?cnico em Eletr?nica;R$ 59,00 
31/01/2018;PAQUIMETRO QUADRIMENSIONAL 152MM;Reenye;T?cnico em Mecatr?nica;R$ 59,00 
31/01/2018;PAQUIMETRO QUADRIMENSIONAL 152MM;Reenye;T?cnico em Mecatr?nica;R$ 59,00 
31/01/2018;PAQUIMETRO QUADRIMENSIONAL 152MM;Reenye;T?cnico em Mecatr?nica;R$ 59,00 
18/01/2018;PAQUIMETRO UNIVERSAL 6P MITUTOYO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 182,18 
08/01/2018;PAQUIMETRO UNIVERSAL 6P MITUTOYO;Reenye;T?cnico em Eletr?nica;R$ 182,18 
29/12/2017;MICROMETRO EXTERNO 0 A 25MM MITUTOYO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 182,18 
09/12/2017;MORSA DE BANCADA REF.200/5 FORJASUL;Reenye;T?cnico em Mecatr?nica;R$ 182,18 
30/10/2017;PLACA UNIVERSAL 3 CASTANHAS CUSHMAN;Reenye;T?cnico em Mecatr?nica;R$ 382,18 
30/09/2017;FIEIRA P AMERICANA 0 36 281ASWG STARRET;Reenye;T?cnico em Eletr?nica;R$ 182,18 
20/09/2017;MICROMETRO PROF 0 A 75MM STARRETT;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 182,18 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;T?cnico em Mecatr?nica;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;T?cnico em Mecatr?nica;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;T?cnico em Mecatr?nica;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;T?cnico em Eletr?nica;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;T?cnico em Eletr?nica;R$ 125,84 
31/08/2017;CADEIRA UNIVERSITARIA EM POLIPROPILENO;Reenye;T?cnico em Mecatr?nica;R$ 125,84 
26/08/2017;SERRA VAI VEM HIDRAULICA M FRANHO S 500;Reenye;T?cnico em Mecatr?nica;R$ 382,18 
11/08/2017;CALIBRADOR P ANGULOS DE BROCAS CSE N 68;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 182,18 
03/05/2017;MICROMETRO INTERNO BAF 2 8 A 10MM ANEIS;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 182,18 
19/03/2017;REGUA DE FIO TRIANGULAR TESA 100MM;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 182,18 
04/03/2017;REGUA DE FIO TRIANGULAR TESA 100MM;Reenye;T?cnico em Eletr?nica;R$ 182,18 
07/02/2017;CALIBRE DE BOCA AJUSTAVEL 25 5 32MM;Reenye;T?cnico em Mecatr?nica;R$ 182,18 
08/01/2017;CEPO PARA BANCADA;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 182,18 
30/11/2016;CADEIRA PARA SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 54,86 
30/11/2016;CADEIRA PARA SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 54,86 
30/11/2016;CADEIRA PARA SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 54,86 
30/11/2016;CADEIRA PARA SALA DE AULA DC-1307;Reenye;T?cnico em Eletr?nica;R$ 54,86 
30/11/2016;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Mecatr?nica;R$ 61,76 
30/11/2016;MATRIZ DE CONTATO PROTOBOARD TKN PL-553;Reenye;T?cnico em Mecatr?nica;R$ 59,24 
30/11/2016;MATRIZ DE CONTATO PROTOBOARD TKN PL-553;Reenye;T?cnico em Eletr?nica;R$ 59,24 
31/05/2016;CADEIRA PARA SALA DE AULA DC-1307.;Reenye;T?cnico em Eletr?nica;R$ 17,40 
31/05/2016;CADEIRA PARA SALA DE AULA DC-1307.;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 17,40 
31/05/2016;CADEIRA PARA SALA DE AULA DC-1307.;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 17,40 
31/05/2016;CADEIRA PARA SALA DE AULA DC-1307.;Reenye;T?cnico em Mecatr?nica;R$ 17,40 
30/09/2015;OSCILOSCOPIO DUPLO TRACO 7025A TOPWARD;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 1.008,28 
30/09/2015;OSCILOSCOPIO DUPLO TRACO 7025A TOPWARD;Reenye;T?cnico em Eletr?nica;R$ 1.008,28 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Mecatr?nica;R$ 57,53 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Eletr?nica;R$ 60,99 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Mecatr?nica;R$ 60,99 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Eletr?nica;R$ 60,99 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Mecatr?nica;R$ 60,99 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Eletr?nica;R$ 60,99 
30/04/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Mecatr?nica;R$ 60,99 
30/04/2015;PROTOBOARD MINIPA MP-1680;Reenye;T?cnico em Mecatr?nica;R$ 60,77 
30/04/2015;PROTOBOARD MINIPA MP-1680;Reenye;T?cnico em Mecatr?nica;R$ 60,77 
31/03/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Mecatr?nica;R$ 61,16 
31/03/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Mecatr?nica;R$ 20,00 
31/03/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 61,16 
31/03/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 61,16 
31/03/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Eletr?nica;R$ 62,59 
31/03/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Eletr?nica;R$ 62,59 
31/03/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Mecatr?nica;R$ 62,59 
31/03/2015;CADEIRA PARA SALA DE AULA DC 1307;Reenye;T?cnico em Mecatr?nica;R$ 62,59 
22/12/2014;OSCILOSCÓPIO C/ANALIS. DE ESPECTRO/TEKTRONIX;Reenye;T?cnico em Eletr?nica;R$ 43.946,64 
22/12/2014;OSCILOSCÓPIO C/ANALIS. DE ESPECTRO/TEKTRONIX;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 43.946,64 
23/06/2014;ESTAÇÃO SEMI-AUTOMÁTICA P/BGA / BGA WELLER;Reenye;T?cnico em Mecatr?nica;R$ 129.200,00 
22/04/2014;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL;Reenye;T?cnico em Mecatr?nica;R$ 154,29 
22/04/2014;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 154,29 
22/04/2014;CADEIRA GIRATÓRIA S/BRAÇOS - TECIDO AZUL;Reenye;T?cnico em Eletr?nica;R$ 154,29 
25/02/2014;OSCILOSCÓPIO DIGITAL 60 MHZ / TEKTRONIX;Reenye;T?cnico em Mecatr?nica;R$ 1.683,06 
25/02/2014;OSCILOSCÓPIO DIGITAL 60 MHZ / TEKTRONIX;Reenye;T?cnico em Eletr?nica;R$ 1.683,06 
25/02/2014;GERADOR DE FUNÇÃO ARBITRÁRIO /TEKTRONIX;Reenye;T?cnico em Eletr?nica;R$ 3.615,38 
13/02/2014;DETECTOR ALTA TENSÃO P/APROXIMAÇÃO/POLITERM;Reenye;T?cnico em Mecatr?nica;R$ 832,71 
07/02/2014;MULTÍMETRO DIG. BANCADA 6 1/2 DÍGITOS/TEKTRONIX;Reenye;T?cnico em Mecatr?nica;R$ 3.480,00 
31/01/2014;BASE MAGNÉTICA 63X55X50MM P/REL./ STARRETT;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 82,92 
31/01/2014;BASE MAGNÉTICA 63X55X50MM P/REL./ STARRETT;Reenye;T?cnico em Eletr?nica;R$ 82,92 
09/01/2014;ARMÁRIO P/TRANSPORTE DE 33 NOTEBOOKS/ CEQUIPEL;Reenye;T?cnico em Eletr?nica;R$ 5.545,00 
02/01/2014;LOCALIZADOR DEFEITOS DE CIRCUITOS ELET./VERSIS;Reenye;T?cnico em Mecatr?nica;R$ 9.758,00 
02/01/2014;LOCALIZADOR DEFEITOS DE CIRCUITOS ELET./VERSIS;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 9.758,00 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS/TEMP /FLUKE;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 1.069,74 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS/TEMP /FLUKE;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 1.069,74 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS /FLUKE;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 490,64 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS /FLUKE;Reenye;T?cnico em Eletr?nica;R$ 490,64 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS /FLUKE;Reenye;T?cnico em Eletr?nica;R$ 490,64 
26/12/2013;MULTÍMETRO DIGITAL TRUE RMS /FLUKE;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 490,64 
26/12/2013;ALICATE AMPERÍMETRO TRUE RMS/AC-DC /FLUKE;Reenye;T?cnico em Mecatr?nica;R$ 1.350,00 
06/12/2013;EMPILHADEIRA 2,5 TONELADAS / GOODSENSE;Reenye;T?cnico em Eletr?nica;R$ 63.960,00 
17/09/2013;TORNO MECÂNICO PARALELO UNIVERSAL /ROMI;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 60.700,00 
16/08/2013;PAINEL P/ALIMENTAÇÃO DE BANCADA/ EXSTO;Reenye;T?cnico em Mecatr?nica;R$ 1.059,00 
15/05/2013;RELÓGIO APALPADOR - 0,14MM - 0,001/ MITUTOYO;Reenye;T?cnico em Mecatr?nica;R$ 401,43 
15/05/2013;RELÓGIO APALPADOR - 0,14MM - 0,001/ MITUTOYO;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 401,43 
25/03/2013;MICROCOMPUTADOR POSITIVO MASTER D510;Reenye;T?cnico em Eletr?nica;R$ 2.053,27 
25/03/2013;MONITOR LED 21,5P / LG E2241V;Reenye;T?cnico em Eletr?nica;R$ 300,00 
07/03/2013;MICROCOMPUTADOR POSITIVO MASTER D360;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 1.384,88 
07/03/2013;MONITOR LED 18,5P / POSITIVO P971WAL;Reenye;T?cnico em Eletr?nica;R$ 242,00 
08/02/2013;TELEVISÃO INTERATIVA 3D 60P / LG;Reenye;T?cnico em Eletr?nica;R$ 6.875,00 
08/02/2013;TELEVISÃO INTERATIVA 3D 60P / LG;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 6.875,00 
24/09/2012;TORNO MECÂNICO PARALELO  UNIVERSAL/ROMI;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 48.800,00 
14/09/2012;FRESADORA FERRAMENTEIRA / KONE;Reenye;T?cnico em Eletr?nica;R$ 86.050,00 
11/07/2012;DESEMPENO FERRO FUNDIDO 1000X630MM/DIGIMESS;Reenye;T?cnico em Desenvolvimento de Sistemas;R$ 9.756,00 
